feature_index,rank_control,rank_nocontrol,interpretation,paralinguistic,paralinguistic_justification,verify_status,verify_date,verify_reason
16085,6828,7067,,,,,,
14359,6829,7068,,,,,,
14360,6830,7069,,,,,,
14361,6831,7070,,,,,,
16093,6832,7071,,,,,,
16095,6833,7072,,,,,,
16055,6834,7073,,,,,,
14353,6835,7074,,,,,,
16106,6836,7075,,,,,,
16105,6837,7076,,,,,,
16104,6838,7077,,,,,,
16103,6839,7078,,,,,,
16102,6840,7079,,,,,,
16101,6841,7080,,,,,,
16100,6842,7081,,,,,,
16096,6843,7082,,,,,,
14354,6844,7083,,,,,,
16099,6845,7084,,,,,,
16097,6846,7085,,,,,,
14355,6847,7086,,,,,,
14356,6848,7087,,,,,,
16081,6849,7088,,,,,,
14369,6850,7089,,,,,,
16064,6851,7090,,,,,,
16063,6852,7091,,,,,,
16061,6853,7092,,,,,,
16079,6854,7093,,,,,,
16060,6855,7094,,,,,,
14370,6856,7095,,,,,,
16059,6857,7096,,,,,,
16058,6858,7097,,,,,,
14371,6859,7098,,,,,,
16067,6860,7099,,,,,,
14365,6861,7100,,,,,,
14364,6862,7101,,,,,,
14363,6863,7102,,,,,,
16075,6864,7103,,,,,,
16077,6865,7104,,,,,,
16078,6866,7105,,,,,,
15602,6867,7106,,,,,,
19058,6868,7107,,,,,,
18220,6869,7108,,,,,,
22471,6870,7109,,,,,,
22470,6871,7110,,,,,,
22467,6872,7111,,,,,,
22466,6873,7112,,,,,,
22460,6874,7113,,,,,,
22455,6875,7114,,,,,,
22454,6876,7115,,,,,,
22451,6877,7116,,,,,,
22450,6878,7117,,,,,,
22491,6879,7118,,,,,,
22499,6880,7119,,,,,,
22498,6881,7120,,,,,,
22497,6882,7121,,,,,,
22496,6883,7122,,,,,,
22495,6884,7123,,,,,,
22494,6885,7124,,,,,,
22493,6886,7125,,,,,,
22490,6887,7126,,,,,,
22489,6888,7127,,,,,,
22488,6889,7128,,,,,,
22482,6890,7129,,,,,,
22481,6891,7130,,,,,,
22480,6892,7131,,,,,,
22479,6893,7132,,,,,,
22448,6894,7133,,,,,,
22447,6895,7134,,,,,,
22410,6896,7135,,,,,,
22419,6897,7136,,,,,,
22418,6898,7137,,,,,,
22417,6899,7138,,,,,,
22415,6900,7139,,,,,,
22414,6901,7140,,,,,,
22413,6902,7141,,,,,,
22412,6903,7142,,,,,,
22405,6904,7143,,,,,,
22401,6905,7144,,,,,,
22422,6906,7145,,,,,,
22446,6907,7146,,,,,,
22435,6908,7147,,,,,,
22437,6909,7148,,,,,,
22436,6910,7149,,,,,,
22434,6911,7150,,,,,,
22423,6912,7151,,,,,,
22432,6913,7152,,,,,,
22429,6914,7153,,,,,,
22500,6915,7154,,,,,,
22564,6916,7155,,,,,,
22571,6917,7156,,,,,,
22568,6918,7157,,,,,,
22565,6919,7158,,,,,,
22563,6920,7159,,,,,,
22562,6921,7160,,,,,,
22560,6922,7161,,,,,,
22559,6923,7162,,,,,,
22557,6924,7163,,,,,,
22555,6925,7164,,,,,,
22554,6926,7165,,,,,,
22573,6927,7166,,,,,,
22576,6928,7167,,,,,,
22552,6929,7168,,,,,,
22595,6930,7169,,,,,,
22594,6931,7170,,,,,,
22593,6932,7171,,,,,,
22591,6933,7172,,,,,,
22590,6934,7173,,,,,,
22588,6935,7174,,,,,,
22586,6936,7175,,,,,,
22583,6937,7176,,,,,,
22580,6938,7177,,,,,,
22579,6939,7178,,,,,,
22578,6940,7179,,,,,,
22553,6941,7180,,,,,,
22504,6942,7181,,,,,,
22515,6943,7182,,,,,,
22524,6944,7183,,,,,,
22519,6945,7184,,,,,,
22516,6946,7185,,,,,,
22526,6947,7186,,,,,,
22513,6948,7187,,,,,,
22511,6949,7188,,,,,,
22509,6950,7189,,,,,,
22507,6951,7190,,,,,,
22525,6952,7191,,,,,,
22540,6953,7192,,,,,,
22546,6954,7193,,,,,,
22545,6955,7194,,,,,,
22544,6956,7195,,,,,,
22541,6957,7196,,,,,,
22530,6958,7197,,,,,,
22538,6959,7198,,,,,,
22537,6960,7199,,,,,,
22535,6961,7200,,,,,,
22534,6962,7201,,,,,,
22532,6963,7202,,,,,,
22397,6964,7203,,,,,,
22396,6965,7204,,,,,,
22268,6966,7205,,,,,,
22264,6967,7206,,,,,,
22261,6968,7207,,,,,,
22259,6969,7208,,,,,,
22272,6970,7209,,,,,,
22256,6971,7210,,,,,,
22251,6972,7211,,,,,,
22275,6973,7212,,,,,,
22247,6974,7213,,,,,,
22296,6975,7214,,,,,,
22290,6976,7215,,,,,,
22288,6977,7216,,,,,,
22285,6978,7217,,,,,,
22284,6979,7218,,,,,,
22283,6980,7219,,,,,,
22282,6981,7220,,,,,,
22280,6982,7221,,,,,,
22277,6983,7222,,,,,,
22248,6984,7223,,,,,,
22212,6985,7224,,,,,,
22220,6986,7225,,,,,,
22219,6987,7226,,,,,,
22217,6988,7227,,,,,,
22215,6989,7228,,,,,,
22214,6990,7229,,,,,,
22210,6991,7230,,,,,,
22208,6992,7231,,,,,,
22207,6993,7232,,,,,,
22206,6994,7233,,,,,,
22245,6995,7234,,,,,,
22244,6996,7235,,,,,,
22242,6997,7236,,,,,,
22241,6998,7237,,,,,,
22240,6999,7238,,,,,,
22238,7000,7239,,,,,,
22233,7001,7240,,,,,,
22224,7002,7241,,,,,,
22231,7003,7242,,,,,,
22228,7004,7243,,,,,,
22297,7005,7244,,,,,,
22395,7006,7245,,,,,,
22359,7007,7246,,,,,,
22368,7008,7247,,,,,,
22367,7009,7248,,,,,,
22366,7010,7249,,,,,,
22365,7011,7250,,,,,,
22360,7012,7251,,,,,,
22358,7013,7252,,,,,,
22356,7014,7253,,,,,,
22355,7015,7254,,,,,,
22352,7016,7255,,,,,,
22351,7017,7256,,,,,,
22349,7018,7257,,,,,,
22371,7019,7258,,,,,,
22347,7020,7259,,,,,,
22382,7021,7260,,,,,,
22394,7022,7261,,,,,,
22389,7023,7262,,,,,,
22385,7024,7263,,,,,,
22384,7025,7264,,,,,,
22383,7026,7265,,,,,,
22372,7027,7266,,,,,,
22378,7028,7267,,,,,,
22377,7029,7268,,,,,,
22376,7030,7269,,,,,,
22375,7031,7270,,,,,,
22348,7032,7271,,,,,,
22346,7033,7272,,,,,,
22312,7034,7273,,,,,,
22321,7035,7274,,,,,,
22320,7036,7275,,,,,,
22319,7037,7276,,,,,,
22318,7038,7277,,,,,,
22317,7039,7278,,,,,,
22314,7040,7279,,,,,,
22313,7041,7280,,,,,,
22323,7042,7281,,,,,,
22310,7043,7282,,,,,,
22309,7044,7283,,,,,,
22305,7045,7284,,,,,,
22304,7046,7285,,,,,,
22302,7047,7286,,,,,,
22335,7048,7287,,,,,,
22343,7049,7288,,,,,,
22342,7050,7289,,,,,,
22341,7051,7290,,,,,,
22339,7052,7291,,,,,,
22338,7053,7292,,,,,,
22337,7054,7293,,,,,,
22334,7055,7294,,,,,,
22325,7056,7295,,,,,,
22332,7057,7296,,,,,,
22330,7058,7297,,,,,,
22328,7059,7298,,,,,,
22326,7060,7299,,,,,,
22599,7061,7300,,,,,,
22859,7062,7301,,,,,,
22856,7063,7302,,,,,,
22855,7064,7303,,,,,,
22854,7065,7304,,,,,,
22850,7066,7305,,,,,,
22862,7067,7306,,,,,,
22849,7068,7307,,,,,,
22848,7069,7308,,,,,,
22842,7070,7309,,,,,,
22840,7071,7310,,,,,,
22861,7072,7311,,,,,,
22863,7073,7312,,,,,,
22874,7074,7313,,,,,,
22881,7075,7314,,,,,,
22880,7076,7315,,,,,,
22878,7077,7316,,,,,,
22876,7078,7317,,,,,,
22873,7079,7318,,,,,,
22872,7080,7319,,,,,,
22870,7081,7320,,,,,,
22868,7082,7321,,,,,,
22866,7083,7322,,,,,,
22865,7084,7323,,,,,,
22839,7085,7324,,,,,,
22837,7086,7325,,,,,,
22886,7087,7326,,,,,,
22810,7088,7327,,,,,,
22809,7089,7328,,,,,,
22808,7090,7329,,,,,,
22806,7091,7330,,,,,,
22805,7092,7331,,,,,,
22802,7093,7332,,,,,,
22813,7094,7333,,,,,,
22800,7095,7334,,,,,,
22796,7096,7335,,,,,,
22795,7097,7336,,,,,,
22793,7098,7337,,,,,,
22815,7099,7338,,,,,,
22826,7100,7339,,,,,,
22835,7101,7340,,,,,,
22834,7102,7341,,,,,,
22832,7103,7342,,,,,,
22830,7104,7343,,,,,,
22829,7105,7344,,,,,,
22828,7106,7345,,,,,,
22824,7107,7346,,,,,,
22823,7108,7347,,,,,,
22821,7109,7348,,,,,,
22817,7110,7349,,,,,,
22887,7111,7350,,,,,,
22788,7112,7351,,,,,,
22953,7113,7352,,,,,,
22950,7114,7353,,,,,,
22948,7115,7354,,,,,,
22944,7116,7355,,,,,,
22943,7117,7356,,,,,,
22940,7118,7357,,,,,,
22938,7119,7358,,,,,,
22937,7120,7359,,,,,,
22957,7121,7360,,,,,,
22933,7122,7361,,,,,,
22968,7123,7362,,,,,,
22977,7124,7363,,,,,,
22976,7125,7364,,,,,,
22975,7126,7365,,,,,,
22974,7127,7366,,,,,,
22972,7128,7367,,,,,,
22971,7129,7368,,,,,,
22967,7130,7369,,,,,,
22958,7131,7370,,,,,,
22966,7132,7371,,,,,,
22965,7133,7372,,,,,,
22963,7134,7373,,,,,,
22962,7135,7374,,,,,,
22961,7136,7375,,,,,,
22931,7137,7376,,,,,,
22888,7138,7377,,,,,,
22907,7139,7378,,,,,,
22906,7140,7379,,,,,,
22905,7141,7380,,,,,,
22903,7142,7381,,,,,,
22901,7143,7382,,,,,,
22897,7144,7383,,,,,,
22895,7145,7384,,,,,,
22893,7146,7385,,,,,,
22889,7147,7386,,,,,,
22910,7148,7387,,,,,,
22929,7149,7388,,,,,,
22928,7150,7389,,,,,,
22926,7151,7390,,,,,,
22922,7152,7391,,,,,,
22920,7153,7392,,,,,,
22916,7154,7393,,,,,,
22915,7155,7394,,,,,,
22914,7156,7395,,,,,,
22913,7157,7396,,,,,,
22912,7158,7397,,,,,,
22789,7159,7398,,,,,,
22787,7160,7399,,,,,,
22601,7161,7400,,,,,,
22666,7162,7401,,,,,,
22664,7163,7402,,,,,,
22663,7164,7403,,,,,,
22662,7165,7404,,,,,,
22657,7166,7405,,,,,,
22656,7167,7406,,,,,,
22654,7168,7407,,,,,,
22653,7169,7408,,,,,,
22651,7170,7409,,,,,,
22649,7171,7410,,,,,,
22668,7172,7411,,,,,,
22670,7173,7412,,,,,,
22682,7174,7413,,,,,,
22690,7175,7414,,,,,,
22688,7176,7415,,,,,,
22686,7177,7416,,,,,,
22685,7178,7417,,,,,,
22683,7179,7418,,,,,,
22679,7180,7419,,,,,,
22674,7181,7420,,,,,,
22673,7182,7421,,,,,,
22672,7183,7422,,,,,,
22645,7184,7423,,,,,,
22692,7185,7424,,,,,,
22611,7186,7425,,,,,,
22620,7187,7426,,,,,,
22619,7188,7427,,,,,,
22616,7189,7428,,,,,,
22612,7190,7429,,,,,,
22610,7191,7430,,,,,,
22622,7192,7431,,,,,,
22608,7193,7432,,,,,,
22605,7194,7433,,,,,,
22623,7195,7434,,,,,,
22644,7196,7435,,,,,,
22643,7197,7436,,,,,,
22642,7198,7437,,,,,,
22640,7199,7438,,,,,,
22639,7200,7439,,,,,,
22633,7201,7440,,,,,,
22630,7202,7441,,,,,,
22628,7203,7442,,,,,,
22626,7204,7443,,,,,,
22625,7205,7444,,,,,,
22691,7206,7445,,,,,,
22693,7207,7446,,,,,,
22786,7208,7447,,,,,,
22754,7209,7448,,,,,,
22761,7210,7449,,,,,,
22759,7211,7450,,,,,,
22757,7212,7451,,,,,,
22756,7213,7452,,,,,,
22755,7214,7453,,,,,,
22764,7215,7454,,,,,,
22750,7216,7455,,,,,,
22748,7217,7456,,,,,,
22747,7218,7457,,,,,,
22746,7219,7458,,,,,,
22745,7220,7459,,,,,,
22742,7221,7460,,,,,,
22777,7222,7461,,,,,,
22785,7223,7462,,,,,,
22784,7224,7463,,,,,,
22782,7225,7464,,,,,,
22781,7226,7465,,,,,,
22780,7227,7466,,,,,,
22779,7228,7467,,,,,,
22778,7229,7468,,,,,,
22776,7230,7469,,,,,,
22766,7231,7470,,,,,,
22775,7232,7471,,,,,,
22773,7233,7472,,,,,,
22771,7234,7473,,,,,,
22770,7235,7474,,,,,,
22769,7236,7475,,,,,,
22767,7237,7476,,,,,,
22744,7238,7477,,,,,,
22694,7239,7478,,,,,,
22707,7240,7479,,,,,,
22715,7241,7480,,,,,,
22714,7242,7481,,,,,,
22713,7243,7482,,,,,,
22710,7244,7483,,,,,,
22708,7245,7484,,,,,,
22704,7246,7485,,,,,,
22701,7247,7486,,,,,,
22699,7248,7487,,,,,,
22698,7249,7488,,,,,,
22696,7250,7489,,,,,,
22740,7251,7490,,,,,,
22729,7252,7491,,,,,,
22739,7253,7492,,,,,,
22738,7254,7493,,,,,,
22731,7255,7494,,,,,,
22730,7256,7495,,,,,,
22728,7257,7496,,,,,,
22727,7258,7497,,,,,,
22725,7259,7498,,,,,,
22724,7260,7499,,,,,,
22723,7261,7500,,,,,,
22721,7262,7501,,,,,,
22200,7263,7502,,,,,,
22979,7264,7503,,,,,,
22199,7265,7504,,,,,,
21669,7266,7505,,,,,,
21663,7267,7506,,,,,,
21662,7268,7507,,,,,,
21661,7269,7508,,,,,,
21658,7270,7509,,,,,,
21656,7271,7510,,,,,,
21655,7272,7511,,,,,,
21654,7273,7512,,,,,,
21652,7274,7513,,,,,,
21650,7275,7514,,,,,,
21670,7276,7515,,,,,,
21671,7277,7516,,,,,,
21690,7278,7517,,,,,,
21688,7279,7518,,,,,,
21686,7280,7519,,,,,,
21685,7281,7520,,,,,,
21683,7282,7521,,,,,,
21673,7283,7522,,,,,,
21681,7284,7523,,,,,,
21680,7285,7524,,,,,,
21679,7286,7525,,,,,,
21676,7287,7526,,,,,,
21649,7288,7527,,,,,,
21615,7289,7528,,,,,,
21614,7290,7529,,,,,,
21613,7291,7530,,,,,,
21612,7292,7531,,,,,,
21607,7293,7532,,,,,,
21603,7294,7533,,,,,,
21600,7295,7534,,,,,,
21599,7296,7535,,,,,,
21598,7297,7536,,,,,,
21619,7298,7537,,,,,,
21646,7299,7538,,,,,,
21635,7300,7539,,,,,,
21644,7301,7540,,,,,,
21642,7302,7541,,,,,,
21641,7303,7542,,,,,,
21639,7304,7543,,,,,,
21634,7305,7544,,,,,,
21633,7306,7545,,,,,,
21631,7307,7546,,,,,,
21630,7308,7547,,,,,,
21627,7309,7548,,,,,,
21626,7310,7549,,,,,,
21625,7311,7550,,,,,,
21694,7312,7551,,,,,,
21758,7313,7552,,,,,,
21766,7314,7553,,,,,,
21765,7315,7554,,,,,,
21761,7316,7555,,,,,,
21760,7317,7556,,,,,,
21759,7318,7557,,,,,,
21770,7319,7558,,,,,,
21753,7320,7559,,,,,,
21752,7321,7560,,,,,,
21751,7322,7561,,,,,,
21750,7323,7562,,,,,,
21748,7324,7563,,,,,,
21747,7325,7564,,,,,,
21769,7326,7565,,,,,,
21745,7327,7566,,,,,,
21782,7328,7567,,,,,,
21791,7329,7568,,,,,,
21790,7330,7569,,,,,,
21786,7331,7570,,,,,,
21785,7332,7571,,,,,,
21781,7333,7572,,,,,,
21779,7334,7573,,,,,,
21778,7335,7574,,,,,,
21776,7336,7575,,,,,,
21775,7337,7576,,,,,,
21774,7338,7577,,,,,,
21773,7339,7578,,,,,,
21746,7340,7579,,,,,,
21696,7341,7580,,,,,,
21708,7342,7581,,,,,,
21716,7343,7582,,,,,,
21714,7344,7583,,,,,,
21713,7345,7584,,,,,,
21709,7346,7585,,,,,,
21718,7347,7586,,,,,,
21706,7348,7587,,,,,,
21705,7349,7588,,,,,,
21702,7350,7589,,,,,,
21700,7351,7590,,,,,,
21699,7352,7591,,,,,,
21698,7353,7592,,,,,,
21697,7354,7593,,,,,,
21720,7355,7594,,,,,,
21743,7356,7595,,,,,,
21741,7357,7596,,,,,,
21739,7358,7597,,,,,,
21737,7359,7598,,,,,,
21732,7360,7599,,,,,,
21721,7361,7600,,,,,,
21731,7362,7601,,,,,,
21730,7363,7602,,,,,,
21729,7364,7603,,,,,,
21728,7365,7604,,,,,,
21727,7366,7605,,,,,,
21724,7367,7606,,,,,,
21596,7368,7607,,,,,,
21594,7369,7608,,,,,,
21470,7370,7609,,,,,,
21468,7371,7610,,,,,,
21467,7372,7611,,,,,,
21466,7373,7612,,,,,,
21464,7374,7613,,,,,,
21463,7375,7614,,,,,,
21457,7376,7615,,,,,,
21456,7377,7616,,,,,,
21452,7378,7617,,,,,,
21474,7379,7618,,,,,,
21488,7380,7619,,,,,,
21496,7381,7620,,,,,,
21495,7382,7621,,,,,,
21493,7383,7622,,,,,,
21492,7384,7623,,,,,,
21486,7385,7624,,,,,,
21483,7386,7625,,,,,,
21482,7387,7626,,,,,,
21481,7388,7627,,,,,,
21480,7389,7628,,,,,,
21479,7390,7629,,,,,,
21478,7391,7630,,,,,,
21449,7392,7631,,,,,,
21447,7393,7632,,,,,,
21499,7394,7633,,,,,,
21420,7395,7634,,,,,,
21419,7396,7635,,,,,,
21418,7397,7636,,,,,,
21413,7398,7637,,,,,,
21425,7399,7638,,,,,,
21408,7400,7639,,,,,,
21407,7401,7640,,,,,,
21405,7402,7641,,,,,,
21424,7403,7642,,,,,,
21426,7404,7643,,,,,,
21446,7405,7644,,,,,,
21437,7406,7645,,,,,,
21441,7407,7646,,,,,,
21440,7408,7647,,,,,,
21438,7409,7648,,,,,,
21436,7410,7649,,,,,,
21434,7411,7650,,,,,,
21498,7412,7651,,,,,,
21500,7413,7652,,,,,,
21593,7414,7653,,,,,,
21568,7415,7654,,,,,,
21567,7416,7655,,,,,,
21566,7417,7656,,,,,,
21565,7418,7657,,,,,,
21564,7419,7658,,,,,,
21563,7420,7659,,,,,,
21559,7421,7660,,,,,,
21557,7422,7661,,,,,,
21556,7423,7662,,,,,,
21555,7424,7663,,,,,,
21551,7425,7664,,,,,,
21550,7426,7665,,,,,,
21569,7427,7666,,,,,,
21572,7428,7667,,,,,,
21548,7429,7668,,,,,,
21583,7430,7669,,,,,,
21591,7431,7670,,,,,,
21588,7432,7671,,,,,,
21587,7433,7672,,,,,,
21573,7434,7673,,,,,,
21581,7435,7674,,,,,,
21576,7436,7675,,,,,,
21575,7437,7676,,,,,,
21547,7438,7677,,,,,,
21513,7439,7678,,,,,,
21516,7440,7679,,,,,,
21515,7441,7680,,,,,,
21514,7442,7681,,,,,,
21524,7443,7682,,,,,,
21510,7444,7683,,,,,,
21509,7445,7684,,,,,,
21507,7446,7685,,,,,,
21506,7447,7686,,,,,,
21503,7448,7687,,,,,,
21523,7449,7688,,,,,,
21525,7450,7689,,,,,,
21546,7451,7690,,,,,,
21536,7452,7691,,,,,,
21545,7453,7692,,,,,,
21544,7454,7693,,,,,,
21543,7455,7694,,,,,,
21539,7456,7695,,,,,,
21538,7457,7696,,,,,,
21537,7458,7697,,,,,,
21535,7459,7698,,,,,,
21526,7460,7699,,,,,,
21534,7461,7700,,,,,,
21533,7462,7701,,,,,,
21530,7463,7702,,,,,,
21528,7464,7703,,,,,,
21527,7465,7704,,,,,,
21794,7466,7705,,,,,,
22076,7467,7706,,,,,,
22075,7468,7707,,,,,,
22074,7469,7708,,,,,,
22071,7470,7709,,,,,,
22068,7471,7710,,,,,,
22067,7472,7711,,,,,,
22079,7473,7712,,,,,,
22062,7474,7713,,,,,,
22059,7475,7714,,,,,,
22055,7476,7715,,,,,,
22081,7477,7716,,,,,,
22051,7478,7717,,,,,,
22094,7479,7718,,,,,,
22102,7480,7719,,,,,,
22101,7481,7720,,,,,,
22100,7482,7721,,,,,,
22099,7483,7722,,,,,,
22096,7484,7723,,,,,,
22082,7485,7724,,,,,,
22090,7486,7725,,,,,,
22088,7487,7726,,,,,,
22085,7488,7727,,,,,,
22084,7489,7728,,,,,,
22083,7490,7729,,,,,,
22053,7491,7730,,,,,,
22017,7492,7731,,,,,,
22025,7493,7732,,,,,,
22024,7494,7733,,,,,,
22023,7495,7734,,,,,,
22027,7496,7735,,,,,,
22015,7497,7736,,,,,,
22012,7498,7737,,,,,,
22011,7499,7738,,,,,,
22010,7500,7739,,,,,,
22009,7501,7740,,,,,,
22007,7502,7741,,,,,,
22026,7503,7742,,,,,,
22028,7504,7743,,,,,,
22045,7505,7744,,,,,,
22042,7506,7745,,,,,,
22040,7507,7746,,,,,,
22029,7508,7747,,,,,,
22037,7509,7748,,,,,,
22036,7510,7749,,,,,,
22035,7511,7750,,,,,,
22033,7512,7751,,,,,,
22031,7513,7752,,,,,,
22030,7514,7753,,,,,,
22163,7515,7754,,,,,,
22173,7516,7755,,,,,,
22172,7517,7756,,,,,,
22170,7518,7757,,,,,,
22169,7519,7758,,,,,,
22166,7520,7759,,,,,,
22165,7521,7760,,,,,,
22164,7522,7761,,,,,,
22160,7523,7762,,,,,,
22158,7524,7763,,,,,,
22157,7525,7764,,,,,,
22156,7526,7765,,,,,,
22155,7527,7766,,,,,,
22189,7528,7767,,,,,,
22197,7529,7768,,,,,,
22193,7530,7769,,,,,,
22191,7531,7770,,,,,,
22190,7532,7771,,,,,,
22187,7533,7772,,,,,,
22177,7534,7773,,,,,,
22186,7535,7774,,,,,,
22183,7536,7775,,,,,,
22179,7537,7776,,,,,,
22153,7538,7777,,,,,,
22106,7539,7778,,,,,,
22124,7540,7779,,,,,,
22120,7541,7780,,,,,,
22118,7542,7781,,,,,,
22110,7543,7782,,,,,,
22109,7544,7783,,,,,,
22108,7545,7784,,,,,,
22107,7546,7785,,,,,,
22126,7547,7786,,,,,,
22128,7548,7787,,,,,,
22150,7549,7788,,,,,,
22146,7550,7789,,,,,,
22145,7551,7790,,,,,,
22143,7552,7791,,,,,,
22141,7553,7792,,,,,,
22129,7554,7793,,,,,,
22137,7555,7794,,,,,,
22136,7556,7795,,,,,,
22135,7557,7796,,,,,,
22132,7558,7797,,,,,,
22130,7559,7798,,,,,,
21798,7560,7799,,,,,,
21863,7561,7800,,,,,,
21869,7562,7801,,,,,,
21868,7563,7802,,,,,,
21866,7564,7803,,,,,,
21865,7565,7804,,,,,,
21861,7566,7805,,,,,,
21859,7567,7806,,,,,,
21853,7568,7807,,,,,,
21873,7569,7808,,,,,,
21876,7570,7809,,,,,,
21895,7571,7810,,,,,,
21893,7572,7811,,,,,,
21888,7573,7812,,,,,,
21886,7574,7813,,,,,,
21877,7575,7814,,,,,,
21884,7576,7815,,,,,,
21883,7577,7816,,,,,,
21878,7578,7817,,,,,,
21851,7579,7818,,,,,,
21848,7580,7819,,,,,,
21811,7581,7820,,,,,,
21821,7582,7821,,,,,,
21820,7583,7822,,,,,,
21819,7584,7823,,,,,,
21818,7585,7824,,,,,,
21817,7586,7825,,,,,,
21816,7587,7826,,,,,,
21809,7588,7827,,,,,,
21824,7589,7828,,,,,,
21808,7590,7829,,,,,,
21807,7591,7830,,,,,,
21825,7592,7831,,,,,,
21847,7593,7832,,,,,,
21842,7594,7833,,,,,,
21841,7595,7834,,,,,,
21839,7596,7835,,,,,,
21826,7597,7836,,,,,,
21835,7598,7837,,,,,,
21834,7599,7838,,,,,,
21833,7600,7839,,,,,,
21831,7601,7840,,,,,,
21830,7602,7841,,,,,,
21829,7603,7842,,,,,,
21896,7604,7843,,,,,,
21898,7605,7844,,,,,,
21965,7606,7845,,,,,,
21972,7607,7846,,,,,,
21968,7608,7847,,,,,,
21966,7609,7848,,,,,,
21964,7610,7849,,,,,,
21960,7611,7850,,,,,,
21954,7612,7851,,,,,,
21977,7613,7852,,,,,,
21979,7614,7853,,,,,,
21950,7615,7854,,,,,,
21992,7616,7855,,,,,,
22000,7617,7856,,,,,,
21998,7618,7857,,,,,,
21993,7619,7858,,,,,,
21991,7620,7859,,,,,,
21980,7621,7860,,,,,,
21989,7622,7861,,,,,,
21987,7623,7862,,,,,,
21986,7624,7863,,,,,,
21985,7625,7864,,,,,,
21983,7626,7865,,,,,,
21982,7627,7866,,,,,,
21949,7628,7867,,,,,,
21899,7629,7868,,,,,,
21918,7630,7869,,,,,,
21911,7631,7870,,,,,,
21910,7632,7871,,,,,,
21908,7633,7872,,,,,,
21921,7634,7873,,,,,,
21906,7635,7874,,,,,,
21905,7636,7875,,,,,,
21904,7637,7876,,,,,,
21903,7638,7877,,,,,,
21902,7639,7878,,,,,,
21901,7640,7879,,,,,,
21900,7641,7880,,,,,,
21922,7642,7881,,,,,,
21936,7643,7882,,,,,,
21947,7644,7883,,,,,,
21945,7645,7884,,,,,,
21942,7646,7885,,,,,,
21940,7647,7886,,,,,,
21937,7648,7887,,,,,,
21923,7649,7888,,,,,,
21930,7650,7889,,,,,,
21926,7651,7890,,,,,,
21400,7652,7891,,,,,,
23793,7653,7892,,,,,,
24063,7654,7893,,,,,,
24062,7655,7894,,,,,,
24059,7656,7895,,,,,,
24057,7657,7896,,,,,,
24056,7658,7897,,,,,,
24052,7659,7898,,,,,,
24050,7660,7899,,,,,,
24049,7661,7900,,,,,,
24048,7662,7901,,,,,,
24047,7663,7902,,,,,,
24046,7664,7903,,,,,,
24064,7665,7904,,,,,,
24065,7666,7905,,,,,,
24066,7667,7906,,,,,,
24077,7668,7907,,,,,,
24085,7669,7908,,,,,,
24084,7670,7909,,,,,,
24083,7671,7910,,,,,,
24082,7672,7911,,,,,,
24081,7673,7912,,,,,,
24080,7674,7913,,,,,,
24078,7675,7914,,,,,,
24075,7676,7915,,,,,,
24074,7677,7916,,,,,,
24072,7678,7917,,,,,,
24069,7679,7918,,,,,,
24068,7680,7919,,,,,,
24007,7681,7920,,,,,,
24015,7682,7921,,,,,,
24013,7683,7922,,,,,,
24011,7684,7923,,,,,,
24004,7685,7924,,,,,,
24003,7686,7925,,,,,,
24000,7687,7926,,,,,,
23999,7688,7927,,,,,,
23998,7689,7928,,,,,,
24020,7690,7929,,,,,,
24041,7691,7930,,,,,,
24038,7692,7931,,,,,,
24036,7693,7932,,,,,,
24035,7694,7933,,,,,,
24033,7695,7934,,,,,,
24032,7696,7935,,,,,,
24030,7697,7936,,,,,,
24027,7698,7937,,,,,,
24026,7699,7938,,,,,,
24023,7700,7939,,,,,,
24022,7701,7940,,,,,,
24087,7702,7941,,,,,,
24148,7703,7942,,,,,,
24158,7704,7943,,,,,,
24157,7705,7944,,,,,,
24156,7706,7945,,,,,,
24152,7707,7946,,,,,,
24151,7708,7947,,,,,,
24150,7709,7948,,,,,,
24149,7710,7949,,,,,,
24160,7711,7950,,,,,,
24144,7712,7951,,,,,,
24140,7713,7952,,,,,,
24183,7714,7953,,,,,,
24182,7715,7954,,,,,,
24181,7716,7955,,,,,,
24178,7717,7956,,,,,,
24176,7718,7957,,,,,,
24172,7719,7958,,,,,,
24170,7720,7959,,,,,,
24169,7721,7960,,,,,,
24164,7722,7961,,,,,,
24135,7723,7962,,,,,,
24090,7724,7963,,,,,,
24100,7725,7964,,,,,,
24109,7726,7965,,,,,,
24101,7727,7966,,,,,,
24111,7728,7967,,,,,,
24098,7729,7968,,,,,,
24097,7730,7969,,,,,,
24096,7731,7970,,,,,,
24110,7732,7971,,,,,,
24113,7733,7972,,,,,,
24134,7734,7973,,,,,,
24125,7735,7974,,,,,,
24131,7736,7975,,,,,,
24128,7737,7976,,,,,,
24127,7738,7977,,,,,,
24120,7739,7978,,,,,,
24118,7740,7979,,,,,,
24117,7741,7980,,,,,,
24116,7742,7981,,,,,,
24115,7743,7982,,,,,,
23994,7744,7983,,,,,,
23851,7745,7984,,,,,,
23861,7746,7985,,,,,,
23859,7747,7986,,,,,,
23855,7748,7987,,,,,,
23853,7749,7988,,,,,,
23850,7750,7989,,,,,,
23849,7751,7990,,,,,,
23842,7752,7991,,,,,,
23866,7753,7992,,,,,,
23891,7754,7993,,,,,,
23889,7755,7994,,,,,,
23884,7756,7995,,,,,,
